Sample_ID,AE Fraction,SE Fraction,75As,27Al,47Ti,48Ti,51V,52Cr,55Mn,56Fe,57Fe,59Co,60Ni,63Cu,66Zn,95Mo,111Cd,208Pb
210929_IC_SEC_400to450_2,450,2,0.1,3.4,0.1,0.4,0.2,0.2,0.3,4.1,3.8,0.1,1.5,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_3,450,3,0.2,3.5,0.2,0.3,0.2,0.2,0.3,8.6,8.4,0.1,1.5,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_4,450,4,0.1,3.3,0.2,0.3,0.2,0.2,0.3,3.8,3.5,0.1,1.4,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_5,450,5,0.6,4.1,0.2,0.4,0.2,0.2,0.4,24.8,24.4,0.5,1.8,2.2,0.7,0.3,0.0,0.0
210929_IC_SEC_400to450_6,450,6,0.0,4.9,0.3,0.4,0.2,0.2,0.4,2.9,2.7,0.0,1.8,0.8,3.1,0.3,0.0,0.1
210929_IC_SEC_400to450_7,450,7,0.1,2.3,0.2,0.4,0.2,0.2,0.3,5.4,5.1,0.1,1.4,0.7,3.1,0.2,0.0,0.0
210929_IC_SEC_400to450_8,450,8,0.1,2.4,0.2,0.4,0.2,0.2,0.3,5.2,5.0,0.1,1.3,0.6,2.8,0.3,0.0,0.0
210929_IC_SEC_400to450_9,450,9,0.1,2.7,0.2,0.4,0.2,0.2,0.3,2.4,2.1,0.0,1.1,0.3,1.3,0.3,0.0,0.0
210929_IC_SEC_400to450_10,450,10,0.1,2.7,0.2,0.4,0.2,0.2,0.3,7.6,7.4,0.1,1.2,0.6,2.0,0.3,0.0,0.0
210929_IC_SEC_400to450_11,450,11,0.1,2.4,0.2,0.4,0.2,0.2,0.3,3.1,2.8,0.0,1.2,0.4,1.6,0.3,0.0,0.0
210929_IC_SEC_400to450_12,450,12,0.0,4.6,0.2,0.5,0.2,0.2,0.3,1.6,1.2,0.0,1.0,0.3,3.8,0.3,0.0,0.0
210929_IC_SEC_400to450_13,450,13,0.2,2.3,0.2,0.4,0.2,0.2,0.3,7.0,6.7,0.1,1.1,0.4,0.6,0.3,0.0,0.0
210929_IC_SEC_400to450_14,450,14,0.1,2.4,0.2,0.4,0.2,0.2,0.3,5.5,5.2,0.1,1.2,0.8,0.5,0.3,0.0,0.0
210929_IC_SEC_400to450_15,450,15,0.1,5.6,0.2,0.4,0.2,0.2,0.3,3.3,2.9,0.1,1.1,0.3,0.4,3.1,0.0,0.0
210929_IC_SEC_400to450_16,450,16,0.9,3.2,0.3,0.4,0.2,0.3,0.4,52.2,51.8,0.6,1.3,0.3,0.4,3.8,0.0,0.0
210929_IC_SEC_400to450_17,450,17,0.2,2.6,0.3,0.4,0.3,0.3,1.4,11.9,11.7,0.2,1.8,0.4,0.4,2.3,0.0,0.0
210929_IC_SEC_400to450_18,450,18,0.2,4.3,0.2,0.3,0.2,0.2,0.6,10.6,10.0,0.2,1.1,0.3,0.3,0.4,0.0,0.0
210929_IC_SEC_400to450_19,450,19,0.1,2.3,0.1,0.4,0.2,0.2,0.3,2.1,1.8,0.0,1.0,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_20,450,20,0.1,2.9,0.2,0.4,0.2,0.2,0.3,2.0,1.7,0.0,1.1,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_21,450,21,0.0,3.9,0.2,0.4,0.2,0.2,0.3,1.7,1.5,0.0,1.1,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_22,450,22,0.0,2.7,0.2,0.4,0.2,0.2,0.3,2.2,1.9,0.0,1.1,0.1,0.4,0.3,0.0,0.0
210929_IC_SEC_400to450_23,450,23,0.1,2.8,0.3,0.4,0.3,0.2,0.1,4.9,4.6,0.1,1.0,0.7,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_24,450,24,0.0,3.1,0.2,0.6,0.3,0.2,0.1,1.3,1.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_400to450_25,450,25,0.1,3.6,0.1,0.4,0.2,0.2,0.3,4.5,4.2,0.1,1.3,0.3,0.3,0.3,0.0,0.0
210929_IC_SEC_400to450_26,450,26,0.2,2.8,0.2,0.4,0.2,0.2,0.3,5.3,4.9,0.1,1.2,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_27,450,27,0.1,3.0,0.1,0.4,0.2,0.2,0.3,3.3,3.0,0.1,1.2,0.2,13.7,0.2,0.0,0.0
210929_IC_SEC_400to450_28,450,28,0.0,2.5,0.1,0.3,0.2,0.2,0.3,1.7,1.6,0.0,1.1,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_29,450,29,0.1,2.9,0.2,0.3,0.2,0.2,0.3,5.7,5.4,0.1,1.2,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_30,450,30,0.1,2.5,0.1,0.3,0.2,0.2,0.3,4.5,4.3,0.1,1.2,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_31,450,31,0.0,2.4,0.2,0.4,0.2,0.2,0.3,1.2,0.9,0.0,1.1,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_32,450,32,0.0,2.6,0.2,0.4,0.2,0.2,0.3,1.6,1.3,0.0,1.1,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_1,500,1,0.1,3.2,0.2,0.5,0.2,0.2,0.3,2.3,2.1,0.0,1.1,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_450to500_2,500,2,0.0,2.9,0.2,0.5,0.2,0.2,0.3,1.7,1.5,0.0,1.1,0.1,0.8,0.2,0.0,0.0
210929_IC_SEC_450to500_3,500,3,0.0,2.5,0.2,0.5,0.2,0.2,0.3,1.1,0.8,0.0,1.1,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_450to500_4,500,4,0.0,4.5,0.2,0.8,0.2,0.2,0.3,2.2,1.9,0.0,1.1,0.2,3.0,0.2,0.0,0.0
210929_IC_SEC_450to500_5,500,5,0.7,2.7,0.3,0.6,0.2,0.2,0.3,16.7,16.8,0.3,1.4,0.5,1.5,0.2,0.0,0.0
210929_IC_SEC_450to500_6,500,6,0.2,2.3,0.3,0.6,0.2,0.2,0.3,9.7,9.4,0.2,1.6,1.3,5.2,0.2,0.0,0.1
210929_IC_SEC_450to500_7,500,7,0.0,1.9,0.2,0.4,0.1,0.2,0.3,3.0,2.8,0.0,1.2,0.5,3.4,0.3,0.0,0.0
210929_IC_SEC_450to500_8,500,8,0.0,46.0,0.2,0.4,0.2,0.2,0.3,1.6,1.3,0.0,1.1,0.4,2.4,0.2,0.0,0.0
210929_IC_SEC_450to500_9,500,9,0.2,3.5,0.2,0.4,0.2,0.2,0.3,7.8,7.7,0.1,1.1,0.4,1.6,0.2,0.0,0.0
210929_IC_SEC_450to500_10,500,10,0.3,2.9,0.1,0.4,0.2,0.2,0.3,15.0,14.8,0.2,2.0,0.3,1.1,0.3,0.0,0.0
210929_IC_SEC_450to500_11,500,11,0.0,2.3,0.2,0.4,0.2,0.2,0.3,1.7,1.5,0.0,1.0,0.2,1.1,0.2,0.0,0.0
210929_IC_SEC_450to500_12,500,12,0.1,2.2,0.1,0.4,0.2,0.2,0.3,2.9,2.6,0.0,1.0,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_450to500_13,500,13,0.0,2.5,0.2,0.4,0.2,0.2,0.3,1.9,1.6,0.0,0.9,0.2,0.7,0.3,0.0,0.0
210929_IC_SEC_450to500_14,500,14,0.1,2.6,0.1,0.4,0.2,0.2,0.3,4.9,4.9,0.1,1.2,1.3,4.8,0.2,0.0,0.0
210929_IC_SEC_450to500_15,500,15,0.0,2.6,0.2,0.6,0.2,0.2,0.3,4.0,3.8,0.0,0.9,0.3,1.4,0.3,0.0,0.0
210929_IC_SEC_450to500_16,500,16,0.2,2.5,0.3,0.7,0.2,0.2,0.3,7.2,7.1,0.1,0.8,0.2,1.0,0.4,0.0,0.0
210929_IC_SEC_450to500_17,500,17,0.1,8.1,0.3,0.5,0.2,0.2,1.3,8.5,8.5,0.2,1.5,0.5,0.5,0.5,0.0,0.0
210929_IC_SEC_450to500_18,500,18,0.1,2.4,0.2,0.4,0.2,0.2,0.9,4.9,4.6,0.1,0.9,0.3,0.3,0.4,0.0,0.0
210929_IC_SEC_450to500_19,500,19,0.1,40.3,0.1,0.4,0.1,0.2,0.3,6.0,6.0,0.1,0.7,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_20,500,20,0.1,2.6,0.2,0.4,0.2,0.2,0.2,5.6,5.4,0.1,0.9,0.2,0.5,0.3,0.0,0.0
210929_IC_SEC_450to500_21,500,21,0.2,53.3,0.2,0.4,0.1,0.2,0.3,10.5,10.5,0.1,0.8,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_22,500,22,0.1,2.5,0.2,0.4,0.2,0.2,0.2,3.0,2.8,0.0,0.8,0.1,0.4,0.3,0.0,0.0
210929_IC_SEC_450to500_23,500,23,0.1,2.3,0.2,0.4,0.2,0.2,0.1,2.2,2.0,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_24,500,24,0.0,3.1,0.2,0.3,0.3,0.2,0.1,2.1,1.9,0.0,0.7,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_25,500,25,0.0,2.3,0.1,0.4,0.2,0.2,0.2,0.9,0.7,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_26,500,26,0.0,4.0,0.2,0.4,0.2,0.2,0.2,1.3,1.1,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_27,500,27,0.0,2.4,0.1,0.4,0.1,0.2,0.2,1.5,1.3,0.0,0.9,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_450to500_28,500,28,0.0,3.4,0.2,0.6,0.2,0.2,0.4,2.9,2.7,0.0,0.9,0.2,2.1,0.2,0.0,0.0
210929_IC_SEC_450to500_29,500,29,0.6,14.5,0.2,0.4,0.2,0.2,0.3,26.0,26.4,0.4,1.0,0.7,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_30,500,30,0.2,3.1,0.1,0.4,0.2,0.2,0.3,9.7,9.5,0.2,0.9,0.3,0.4,0.5,0.0,0.0
210929_IC_SEC_450to500_31,500,31,0.0,7.9,0.1,0.4,0.2,0.2,0.3,1.6,1.3,0.0,0.9,0.2,0.5,4.8,0.0,0.0
210929_IC_SEC_450to500_32,500,32,0.1,111.9,0.2,0.4,0.2,0.2,0.3,5.5,5.4,0.1,0.9,0.1,0.4,1.0,0.0,0.0
210929_IC_SEC_500to550_1,550,1,0.3,4.1,0.2,0.4,0.2,0.2,0.3,8.7,8.6,0.2,0.9,0.1,0.4,0.3,0.0,0.0
210929_IC_SEC_500to550_2,550,2,0.1,2.4,0.2,0.4,0.2,0.2,0.3,3.5,3.3,0.1,0.9,0.2,0.4,0.3,0.0,0.0
210929_IC_SEC_500to550_3,550,3,0.0,3.0,0.2,0.4,0.2,0.2,0.3,1.6,1.4,0.0,0.9,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_500to550_4,550,4,0.0,2.4,0.1,0.4,0.2,0.2,0.3,1.4,1.2,0.0,0.9,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_500to550_5,550,5,0.1,3.8,0.3,0.5,0.2,0.2,0.3,2.8,2.6,0.0,1.2,0.4,1.3,0.2,0.0,0.0
210929_IC_SEC_500to550_6,550,6,0.1,3.2,0.3,0.5,0.2,0.2,0.3,3.5,3.4,0.1,1.4,0.7,3.1,0.2,0.0,0.0
210929_IC_SEC_500to550_7,550,7,0.0,2.7,0.2,0.6,0.2,0.2,0.3,1.9,1.7,0.0,1.1,0.4,2.1,0.2,0.0,0.0
210929_IC_SEC_500to550_8,550,8,0.1,3.3,0.2,0.6,0.2,0.2,0.3,4.2,4.1,0.1,1.1,0.5,3.9,0.2,0.0,0.0
210929_IC_SEC_500to550_9,550,9,0.1,135.8,0.2,0.5,0.2,0.2,0.3,3.3,3.2,0.1,1.1,0.3,1.0,0.4,0.0,0.0
210929_IC_SEC_500to550_10,550,10,0.1,2.4,0.1,0.4,0.2,0.2,0.3,3.6,3.5,0.1,1.1,0.3,0.8,6.2,0.0,0.0
210929_IC_SEC_500to550_11,550,11,0.0,2.4,0.2,0.4,0.2,0.2,0.3,2.4,2.3,0.0,1.1,0.3,0.7,144.8,0.1,0.0
210929_IC_SEC_500to550_12,550,12,0.3,28.6,0.2,0.4,0.1,0.2,0.3,8.6,8.5,0.1,1.0,0.2,0.6,1.1,0.0,0.0
210929_IC_SEC_500to550_13,550,13,0.2,2.5,0.2,0.3,0.2,0.2,0.3,9.4,9.4,0.2,1.6,0.3,0.4,0.5,0.0,0.0
210929_IC_SEC_500to550_14,550,14,0.1,5.5,0.1,0.4,0.1,0.2,0.3,2.8,2.7,0.0,0.9,0.3,0.5,0.3,0.0,0.0
210929_IC_SEC_500to550_15,550,15,0.1,2.6,0.1,0.4,0.2,0.2,0.3,3.4,3.3,0.1,0.9,0.3,0.6,0.2,0.0,0.0
210929_IC_SEC_500to550_16,550,16,0.1,10.4,0.2,0.5,0.2,0.2,0.3,2.7,2.5,0.0,0.9,0.2,0.6,0.3,0.0,0.0
210929_IC_SEC_500to550_17,550,17,0.0,29.4,0.2,0.5,0.2,0.2,1.4,1.5,1.3,0.0,1.4,0.3,0.5,0.3,0.0,0.0
210929_IC_SEC_500to550_18,550,18,0.0,3.4,0.2,0.4,0.2,0.2,0.8,1.2,1.0,0.0,0.8,0.2,0.4,0.3,0.0,0.0
210929_IC_SEC_500to550_19,550,19,0.0,2.5,0.2,0.5,0.2,0.2,0.3,1.4,1.2,0.0,0.7,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_500to550_20,550,20,0.1,4.2,0.2,0.6,0.2,0.2,0.3,5.1,5.0,0.1,1.9,0.2,0.9,0.2,0.0,0.0
210929_IC_SEC_500to550_21,550,21,0.1,8.7,0.2,0.4,0.2,0.2,0.2,3.5,3.4,0.1,0.8,0.4,0.5,1.0,0.0,0.0
210929_IC_SEC_500to550_22,550,22,0.2,3.7,0.2,0.4,0.2,0.2,0.3,14.0,14.2,0.3,0.8,2.7,0.4,3.6,0.0,0.0
210929_IC_SEC_500to550_23,550,23,0.4,2.8,0.2,0.4,0.2,0.2,0.1,16.1,16.2,0.3,0.8,0.4,0.4,41.6,0.0,0.0
210929_IC_SEC_500to550_24,550,24,0.1,21.1,0.2,0.3,0.3,0.2,0.1,2.5,2.4,0.0,0.7,0.2,0.7,0.3,0.0,0.0
210929_IC_SEC_500to550_25,550,25,0.1,4.0,0.2,0.3,0.2,0.2,0.2,1.8,1.6,0.0,0.8,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_500to550_26,550,26,0.0,2.3,0.2,0.4,0.2,0.2,0.2,1.4,1.2,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_500to550_27,550,27,0.1,2.6,0.1,0.4,0.2,0.2,0.2,2.7,2.5,0.1,1.0,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_500to550_28,550,28,0.1,174.5,0.1,0.4,0.2,0.2,0.3,4.0,3.9,0.1,0.9,0.3,0.5,0.2,0.0,0.0
210929_IC_SEC_500to550_29,550,29,0.0,3.6,0.2,0.4,0.2,0.2,0.2,1.2,1.1,0.0,0.9,0.1,0.8,0.2,0.0,0.0
210929_IC_SEC_500to550_30,550,30,0.1,2.7,0.1,0.4,0.2,0.2,0.2,2.5,2.2,0.0,0.8,0.5,6.5,0.2,0.0,0.1
210929_IC_SEC_500to550_31,550,31,0.0,6.3,0.2,0.5,0.2,0.2,0.3,1.4,1.2,0.0,0.9,0.1,0.5,0.4,0.0,0.0
210929_IC_SEC_500to550_32,550,32,0.0,2.7,0.2,0.5,0.2,0.2,0.3,0.9,0.7,0.0,0.9,0.4,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_1,600,1,0.0,5.6,0.2,0.5,0.2,0.2,0.3,0.9,0.7,0.0,0.9,0.1,75.3,0.2,0.0,0.0
210929_IC_SEC_550to600_2,600,2,0.0,2.7,0.2,0.4,0.2,0.2,0.2,0.8,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_3,600,3,0.0,2.7,0.1,0.4,0.2,0.2,0.3,0.8,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_4,600,4,0.0,10.6,0.2,0.5,0.2,0.2,0.2,0.8,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_5,600,5,0.0,2.4,0.4,0.6,0.2,0.2,0.3,1.7,1.5,0.0,1.3,0.4,1.6,0.2,0.0,0.0
210929_IC_SEC_550to600_6,600,6,0.0,3.5,0.3,0.5,0.2,0.2,0.3,1.8,1.6,0.0,1.3,0.6,2.5,0.2,0.0,0.0
210929_IC_SEC_550to600_7,600,7,0.0,4.7,0.2,0.5,0.2,0.2,0.3,1.1,0.8,0.0,1.1,0.3,1.1,0.2,0.0,0.0
210929_IC_SEC_550to600_8,600,8,0.0,7.9,0.1,0.5,0.2,0.2,0.3,1.0,0.7,0.0,1.0,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_550to600_9,600,9,0.0,3.6,0.1,0.4,0.1,0.2,0.2,0.9,0.7,0.0,1.0,0.1,5.9,0.2,0.0,0.0
210929_IC_SEC_550to600_10,600,10,0.0,2.6,0.2,0.5,0.2,0.2,0.3,0.9,0.7,0.0,1.1,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_550to600_11,600,11,0.0,15.2,0.2,0.5,0.1,0.2,0.2,0.9,0.7,0.0,1.2,0.2,0.9,0.2,0.0,0.0
210929_IC_SEC_550to600_12,600,12,0.0,3.0,0.2,0.5,0.2,0.2,0.3,1.0,0.7,0.0,1.1,0.2,1.6,0.2,0.0,0.0
210929_IC_SEC_550to600_13,600,13,0.0,2.7,0.2,0.5,0.2,0.3,0.3,2.0,1.8,0.0,1.0,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_550to600_14,600,14,0.0,2.9,0.2,0.5,0.2,0.2,0.3,0.9,0.7,0.0,0.9,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_550to600_15,600,15,0.0,7.0,0.2,0.5,0.2,0.2,0.3,0.9,0.6,0.0,0.8,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_550to600_16,600,16,0.0,2.5,0.2,0.5,0.1,0.2,0.3,0.8,0.6,0.0,0.8,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_550to600_17,600,17,0.0,2.3,0.2,0.5,0.2,0.2,1.5,1.5,1.3,0.0,1.3,0.3,0.5,0.3,0.0,0.0
210929_IC_SEC_550to600_18,600,18,0.0,6.9,0.2,0.4,0.2,0.2,0.8,1.1,0.9,0.0,0.8,0.2,0.4,0.3,0.0,0.0
210929_IC_SEC_550to600_19,600,19,0.0,2.5,0.2,0.5,0.1,0.2,0.2,0.7,0.5,0.0,0.6,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_550to600_20,600,20,0.0,2.5,0.2,0.4,0.2,0.2,0.2,0.7,0.5,0.0,0.7,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_21,600,21,0.0,2.2,0.1,0.4,0.1,0.2,0.2,0.7,0.5,0.0,0.7,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_22,600,22,0.0,2.5,0.1,0.5,0.2,0.2,0.2,0.8,0.5,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_23,600,23,0.0,2.2,0.1,0.4,0.2,0.2,2.3,266.2,273.4,0.0,20.2,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_550to600_24,600,24,0.0,2.7,0.2,0.5,0.2,0.1,0.1,1.7,1.6,0.0,0.7,0.4,0.5,0.2,0.0,0.0
210929_IC_SEC_550to600_25,600,25,0.0,2.3,0.1,0.5,0.2,0.2,0.1,0.7,0.6,0.0,0.7,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_550to600_26,600,26,0.0,2.7,0.1,0.4,0.1,0.1,0.2,0.7,0.5,0.0,0.7,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_27,600,27,0.0,3.0,0.1,0.4,0.1,0.1,0.7,0.7,0.5,0.0,0.7,0.1,1.5,0.2,0.0,0.0
210929_IC_SEC_550to600_28,600,28,0.0,2.3,0.1,0.4,0.1,0.2,0.2,0.7,0.5,0.0,0.8,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_550to600_29,600,29,0.0,5.7,0.1,0.5,0.1,0.1,0.2,1.0,0.8,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_30,600,30,0.0,2.3,0.2,0.4,0.1,0.1,0.2,0.7,0.5,0.0,0.7,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_31,600,31,0.0,2.6,0.2,0.4,0.1,0.1,0.2,0.7,0.5,0.0,0.7,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_550to600_32,600,32,0.0,3.5,0.2,0.5,0.1,0.2,0.2,0.9,0.7,0.0,0.8,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_600to650_1,650,1,0.0,2.7,0.2,0.4,0.1,0.2,0.2,1.2,0.9,0.0,0.9,0.1,5.6,0.2,0.0,0.0
210929_IC_SEC_600to650_2,650,2,0.0,2.5,0.2,0.4,0.1,0.2,0.2,1.2,0.9,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_600to650_3,650,3,0.0,5.2,0.4,0.7,0.1,0.2,0.4,1.3,0.9,0.0,0.9,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_600to650_4,650,4,0.0,2.8,0.1,0.5,0.2,0.2,0.2,1.4,1.0,0.0,1.0,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_600to650_5,650,5,0.0,2.2,0.2,0.5,0.2,0.2,0.2,1.7,1.5,0.0,1.2,0.3,1.1,0.2,0.0,0.0
210929_IC_SEC_600to650_6,650,6,0.0,2.2,0.2,0.4,0.1,0.2,0.2,1.9,1.6,0.0,1.3,0.4,1.6,0.2,0.0,0.0
210929_IC_SEC_600to650_7,650,7,0.0,2.1,0.1,0.4,0.1,0.1,0.2,1.4,1.0,0.0,1.0,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_600to650_8,650,8,0.0,4.1,0.2,0.4,0.2,0.2,0.2,1.3,1.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_600to650_9,650,9,0.0,3.0,0.1,0.4,0.2,0.3,0.2,2.4,2.1,0.0,1.1,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_600to650_10,650,10,0.0,12.6,0.1,0.5,0.1,0.2,0.2,1.4,1.0,0.0,1.2,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_600to650_11,650,11,0.0,5.6,0.2,0.5,0.1,0.2,0.3,1.3,0.9,0.0,1.3,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_600to650_12,650,12,0.0,2.1,0.2,0.4,0.2,0.2,0.2,1.8,1.4,0.0,1.1,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_600to650_13,650,13,0.0,3.0,0.2,0.4,0.2,0.2,0.2,1.3,1.0,0.0,1.0,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_600to650_14,650,14,0.0,3.4,0.1,0.4,0.2,0.2,0.2,1.3,1.0,0.0,0.9,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_600to650_15,650,15,0.0,8.0,0.2,0.6,0.1,0.2,0.3,4.0,3.6,0.0,0.8,0.2,1.4,0.2,0.0,0.0
210929_IC_SEC_600to650_16,650,16,0.0,3.3,0.2,0.5,0.1,0.2,0.3,1.3,1.0,0.0,0.8,0.2,0.6,0.2,0.0,0.0
